기준년월,지자체,방문자 구분,방문자수
202404,성수2가1동,외지인방문자(b),499558
202404,성수2가1동,외국인방문자(c),10907
202404,성수2가1동,외부방문자(b+c),510465
202404,성수2가1동,전체방문자(a+b+c),930546
202404,성수2가3동,현지인방문자(a),694848
202404,성수2가3동,외지인방문자(b),1380404
202404,성수2가3동,외국인방문자(c),37341
202404,성수2가3동,외부방문자(b+c),1417744
202404,성수2가3동,전체방문자(a+b+c),2112592
202404,화양동,현지인방문자(a),827264
202404,화양동,외지인방문자(b),1210682
202404,화양동,외국인방문자(c),6807
202404,화양동,외부방문자(b+c),1217489
202404,화양동,전체방문자(a+b+c),2044752
